"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 09:56:44 UTC 2025","Fri Sep 05 09:56:54 UTC 2025","9647","chromium","","","","","tests Verify Create Account Page @smoke",""
"passed","Fri Sep 05 09:56:55 UTC 2025","Fri Sep 05 09:57:03 UTC 2025","8526","chromium","","","","","tests Verify Login Page @smoke",""
