"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 18:28:15 UTC 2025","Fri Sep 05 18:28:24 UTC 2025","9482","chromium","","","","","tests Verify Create Account Page @smoke",""
"passed","Fri Sep 05 18:28:26 UTC 2025","Fri Sep 05 18:28:35 UTC 2025","9017","chromium","","","","","tests Verify Login Page @smoke",""
