"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 11:05:35 UTC 2025","Fri Sep 05 11:05:43 UTC 2025","7788","chromium","","","","","tests Verify Login Page @smoke",""
"passed","Fri Sep 05 11:05:25 UTC 2025","Fri Sep 05 11:05:33 UTC 2025","8328","chromium","","","","","tests Verify Create Account Page @smoke",""
