"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 10:44:16 UTC 2025","Fri Sep 05 10:44:24 UTC 2025","8131","chromium","","","","","tests Verify Login Page @smoke",""
"passed","Fri Sep 05 10:44:06 UTC 2025","Fri Sep 05 10:44:15 UTC 2025","8811","chromium","","","","","tests Verify Create Account Page @smoke",""
