"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 13:03:24 UTC 2025","Fri Sep 05 13:03:32 UTC 2025","8234","chromium","","","","","tests Verify Login Page @smoke",""
"passed","Fri Sep 05 13:03:12 UTC 2025","Fri Sep 05 13:03:23 UTC 2025","10357","chromium","","","","","tests Verify Create Account Page @smoke",""
