"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 11:09:40 UTC 2025","Fri Sep 05 11:09:48 UTC 2025","8430","chromium","","","","","tests Verify Create Account Page @smoke",""
"passed","Fri Sep 05 11:09:49 UTC 2025","Fri Sep 05 11:09:56 UTC 2025","7147","chromium","","","","","tests Verify Login Page @smoke",""
