"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 08:57:45 UTC 2025","Fri Sep 05 08:57:54 UTC 2025","8336","chromium","","","","","tests Verify Login Page @smoke",""
"passed","Fri Sep 05 08:57:35 UTC 2025","Fri Sep 05 08:57:45 UTC 2025","9999","chromium","","","","","tests Verify Create Account Page @smoke",""
